PartitionKey,RowKey,Category,Category_type,CategoryDescription,CategoryDescription_type,DefaultTeam,DefaultTeam_type,Organization,Organization_type,Service,Service_type,Type,Type_type
2017db8e-d8c8-4e94-8bde-30bf3121774b,f241592b-11e5-4ecc-b5e1-04ac4ed57b87,Issue with Backups,String,"Backups not running, issue with backups ",String,San Operations,String,ContosoInc,String,Backups,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,f26717fb-da0a-44f2-be72-cd9638378d06,Request Update Store Hours,String,Request Update Store Hours,String,ContosoCanada AppDev,String,ContosoCanada,String,DB Canada Update Store Hours,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f3422c52-d4b7-44db-92f6-02ec8dc3b919,MAC Error Message - Software,String,Report an Error message on your MAC computer,String,Solution Desk,String,ContosoInc,String,Computer - MAC,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,f3f0a018-f67e-424e-8408-49b20e729503,Unable to Access Oracle FCCS,String,Unable to Access  Oracle FCCS (Financial Consolidation and Close),String,Corporate Systems,String,ContosoInc,String,Oracle FCCS,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,f5ca25c3-80d5-46ac-aade-a80f8ccd2fcd,Dot Com Order Verification / Check,String,Dot Com Order Verification / Check,String,Digital OMS,String,ContosoInc,String,Yantra SQL,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f6bc8285-53a6-4f72-a7be-b7cd4f0c5d65,Microstrategy - Incorrect reporting,String,Incorrect reporting - Microstrategy,String,Solution Desk,String,ContosoInc,String,Microstrategy,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,f6bd899c-92ee-4a7d-867f-ab353cac7f21,Request access to Existing Sharepoint Page,String,Request access to Existing Sharepoint Page,String,Solution Desk,String,ContosoInc,String,Sharepoint,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f6deec9e-97c5-40d7-b584-dbb405c987a8,Unix Server Build Request,String,Server Build Request,String,IOC,String,ContosoInc,String,Unix,Binary,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f6fcba47-c8ce-4007-90bb-df9eecdc5568,Request Access to APEX Canada,String,Request Access to APEX Canada,String,Solution Desk,String,ContosoInc,String,APEX Canada,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f745a88e-ed9b-46ec-9b1e-d14d1b395581,Request Front Door Access to RangeMe,String,Request Front Door Access to RangeMe,String,Solution Desk,String,ContosoInc,String,RangeMe,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f78e6c42-935e-4d67-b4ed-bc07015ffb1d,DB Canada  -Request Cancellation of Cell Phone,String,Request Cancellation of Cell Phone,String,ContosoCanada Store Support,String,ContosoCanada,String,Cell Phone,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f7ba20a4-16c5-4461-bfa3-0ca6660580af,PTO Issues,String,ADP report PTO Issues,String,ADP Time Support,String,"ContosoInc, Stores",String,ADP Timekeeping,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,f821373e-0b89-4f97-b44e-e3bf57b85b26,Ping ID Unable to Authenticate,String,If you are unable to get PING ID to authenticate for a specific or all applications please provide those details here.  If you received a new phone you will need to work with the service desk to convert over your account to the new phone.,String,Solution Desk,String,ContosoInc,String,Ping ID,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,f835550b-ca3e-487c-ad47-7b4cd97d6492,Request Access to Think LP,String,Request Front Door Access to Think LP,String,Solution Desk,String,ContosoInc,String,Think LP,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f848017c-ec8a-465b-99bc-593e53ebcc73,EPM - User Access to Legacy EPM,String,"Pre Oracle ERP apps:  ARCS, FCC, Camuto Planning, DSWPLAN, GLMast",String,EPM Admin,String,ContosoInc,String,Oracle EPM,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f88d17db-675f-40c9-a0df-43a81004df82,Issues with Dseries,String,Issues with Dseries,String,IOC,String,ContosoInc,String,DSeries,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,f9077134-9a07-425d-b74a-dec3ab4e2871,DB Canada -Request Vendor Setup,String,Request Vendor Setup,String,ContosoCanada ERP Support,String,ContosoCanada,String,DB Canada -Vendor Setup,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f9473453-09fd-459e-8fc9-a41c323092e0,Timeneye Access - Automated,String,"For use by automated systems, do not use",String,Corporate Systems,String,ContosoInc,String,Onboarding,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f947f877-51c1-40b5-b7c0-6fee7c115b91,Report Issues with Airtable,String,Report Issues with Airtable,String,Digital Cloud Applications,String,ContosoInc,String,Airtable,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,f950843e-5fcb-459e-ad94-ff41589fefee,Report Issues with Netskope,String,Report Issues with Netskope,String,IT Security,String,"ContosoInc, Stores",String,Netskope,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,f9b12c8c-a347-4ce0-9773-740effca6b1f,Request Access Nasuni,String,Request Access Nasuni,String,San Operations,String,ContosoInc,String,Nasuni,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,fad22a1a-c7e9-436c-a79a-31a0178de0f4,Request access to Fisheye,String,Request access to Fisheye,String,Solution Desk,String,ContosoInc,String,Fisheye,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,fb890d98-8ba2-4134-a47b-fba743a3d283,Windows Error Message - Software,String,"Report issues with your Windows computer software, error messages ",String,Solution Desk,String,ContosoInc,String,Computer - Windows,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,fb976f5e-49f9-4a5e-9629-e2f86c3f6564,Request Report DB Canada,String,Request a new report - Designer Brands Canada,String,ContosoCanada ERP Support,String,ContosoCanada,String,DB Canada - New Report,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,fe1bd874-8af3-416b-a35e-cbca0b7512c0,MAC Issues - Full Work Stoppage,String,"Issue with MAC, can't log in, unable to work ",String,Solution Desk,String,ContosoInc,String,Computer - MAC,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,fea883e4-8d08-48dc-a98a-0d334aa05652,Report issues with Timeneye,String,Create an incident for timekeeping software Timeneye,String,Corporate Systems,String,ContosoInc,String,Timeneye,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,fee8a07c-2c55-4457-95df-8aac4ebf7f91,Report issues with Genetec,String,Report issues with Genetec,String,ITSM Support,String,ContosoInc,String,Genetec,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ff6f82e9-4d48-4145-8c33-d472e78cd9a3,I need access to Process Unity,String,Need access in order to process GRC's,String,Solution Desk,String,ContosoInc,String,Process Unity,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ffb46421-52a1-470b-be42-8fc594cd5e21,Add YMS Front Door Access,String,Add YMS Front Door Access,String,Solution Desk,String,ContosoInc,String,Yard Management Software (YMS),String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ffd5306f-c1cc-496e-89f9-561e169fc10b,Jesta OBIEE - Request Access/Installation,String,Request Jesta OBIEE access/installation,String,ContosoCanada ERP Support,String,ContosoCanada,String,Jesta OBIEE,String,Request,String
